texto_review,sentimento
"Realmente nao chegou perto de ser a fragancia original, mas pelo preco ja sabia disso. Pode ser usado para ir a academia, etc.",Neutro
Eu pedi a devolução e até agora não tive retorno desde dezembro.,Negativo
"achei bom mais ser melhor ,sem corantes meus dogs aplaudiriam mais seus alimentos.",Neutro
O bom é que é bivolt e como viajo muito posso jogar em qualquer lugar. Sem precisar de estabilizador!,Positivo
Material na qual foi fabricado do produto é simples e ruim.,Negativo
Já vem com problemas para carregar! Em 6 messes não care gamais! E para consertar tem que trocar a placa! Não compensa,Negativo
Compacto e eficaz! Atende ao proposto na especificação.,Positivo
O produto é de qualidade muito boa. A câmera é muito boa também.,Positivo
Cheio de avarias.  Parecia que o produto estava guardado a muito tempo em estoque e ficarão jogando de um lado pra outro. Estava horrível o produto.,Negativo
"Bem embalado, produto excelente, como anunciado...",Positivo
nao recebi este produto e ninguem me responde de como posso resolver este problema.,Negativo
"Testei a maquina com alguns tipos de tecido e para minha supresa nao costurou bem  malha . Sobre a entrega nada a reclamar, chegou no prazo.",Neutro
Produto chegou no prazo em perfeitas condições e de excelente qualidade . Recomendo a compra na lojas americanas e os produtos por ela vendido.,Positivo
O produto é frágil. Possuí apenas um botão para tadas as funções. Trava com facilidade,Negativo
"O produto é fraco e veio com uma parte quebrada, o mesmo foi montado e ele é torto.",Negativo
"Este produto foi vendido como C3 Tech, mas quando recebi o produto vi que era uma imitação do C3 Tech. Na nota fiscal estava descrito Ce Tech. Uma vergonha a Americanas permitir que isso aconteça! Agora ficarei em dúvida para comprar da Americanas.",Negativo
"Produto muito bom, e a entrega foi antes do prazo prometido.",Positivo
"Quando o cartao de memoria fica cheio, ela não apaga o mais antigo para continuar gravando, apesar de estar configurada em looping (5min).",Negativo
"Um smartphone básico que funcioná muito bem, som bom câmeras boas TV boa no geral quem comprar não vai ira  se arrepender.",Positivo
"Excelente leitura, ótimo! Super recomendo, vão adorar, essa autora é maravilhosa!",Positivo
"A película é de vidro, de fato, mas não cobre as beiradas; fica apenas no meio.",Negativo
a trava não é boa fica solto no pino mas chegou rapido,Neutro
"A cadeira é muito bonita, confortável e funcional,  e parece bem segura, porém o manual de instruções é de difícil entendimento, horrível, o que torna massacrante a tarefa de regular altura dos ombros e fixar a cadeirinha no carro. Tem uma alavanca vermelha para fixar o cinto só veículo que tem que fazer faculdade para saber abrir e depois fechar de volta.",Neutro
"Tv muito boa, de uma boa marca, ótimo custo benefício. Muito fácil de usar e instalar. Ótima qualidade de imagem e som. Recomendo.",Positivo
Produto atende as necessidades básicas e com ótimo custo/benefício.,Neutro
"O produto foi entregue dentro do prazo, conforme combinado!!! Recomendo !!!",Neutro
"Celular lindo, ótimo processador, designer moderno... Estou adorando usá-lo. Acredito que fiz uma ótima aquisição!",Positivo
Tesoura com corte ótimo e preciso .. muitíssimo afiada..bom acabamento,Positivo
Fácil instalação e também muito prático. Eu recomendo o produto.,Positivo
"Ótimo aparelho, não trava, bateria dura bastante, uma pena ser chip híbrido, mas consegui adaptar pra usar os 2 chips e cartão de 32GB. Ótimo!",Positivo
"Eu não gostei da batedeira, pensei ser uma planetaria grande, achei muito pequena, acessórios  pequenos.",Negativo
"Gostei! Chegou antes do prazo previsto, super atencioso",Positivo
"O produto chegou antes do prazo,tdo conforme estava no pedido, foi presente do dia das mães e  minha mãe amou!!! Americanas nota 10",Positivo
"Bateria dura muito, câmera excelente, não tenho do que reclamar.",Positivo
"Não recomendo para ninguém. Fixação muito fraca, parece que a pessoa nem passou nada.",Negativo
"Solicitei a compra de um produto usb e mandaram o controle para super nintendo !!!! Não tiveram atenção ao pedido, sinceramente não enviei de volta pois a despesa com postagem não compensa.  Não recomendo esse parceiro das americanas a ninguém !",Negativo
Parou de funcionar. Não há atualização ou VPN que resolva.,Negativo
"Ótimo, pra 'fundo' de uma boa conversa. Parabéns pela novidade.",Positivo
"Pequeno, achei que fosse maior. Mas a qualidade é boa.",Neutro
"Gostei do atendimento. Recebi no  dia certo e venho correto,conforme escolhi",Positivo
"Uma falta de respeito com o consumidor, pruduto não chegou até hoje em minha residência e paguei um frete caro. Quero só cancelar mas até pra cancelar esta demorando. Muito desapontada. Não comprem nessa loja.",Negativo
"quero saber qto tempo tenho de garantia do produto. com relação a entrega não tenho nada a reclamar, recebi antes do prazo prometido",Neutro
"Demorou um pouco, mas não por culpa da loja, e sim por causa dos correios. Fone excelente, superou minhas expectativas. Super recomento o produto e a loja.",Positivo
"Apesar de totalmente funcional, o produto recebido é totalmente diferente do produto apresentado na foto! Não solicitei a devolução porque tinha necessidade urgente, mas como o recebido é maior que o apresentado não cumpre todos os requisitos que me levaram a sua aquisição. Americanas.com deve ter mais cuidado com o que oferece em seu ""site"", mesmo sendo apenas vitrine para outros fornecedores, esses devem ser bem escolhidos ou vai ter muita dor de cabeça. Não pretendo voltar a adquirir nada desse fornecedor.",Neutro
essa marreta maravilhosa já vi em varios fiilmes do thor nos vingadores recomendo,Positivo
O produto chegou no prazo e em condições de uso. Só achei o produto meio frágil.,Negativo
"Entrega rapida, e dentro dos conformes. Produto bem embalado e enviado antes do prazo.",Positivo
não está especificado na página qual a quantidade de ml do frasco.,Neutro
"Gostei e não tenho do que reclamar. Bom preço, só gostaria que houvessem mais dessa mesma linha com este preço",Neutro
Belo trabalho chegou antes do esperado satisfeitismo.......,Positivo
"Comprei uma e com 2 meses de uso apareceu um defeito: uma linha horizontal riscando a tela. Menos mal porque ainda está na garantia. Levei para a assistência e estou aguardando o reparo. Tomara que quando acabar a garantia não apareça outro defeito.  Por enquanto vou aguardar com paciência o desfecho dessa situação. Por isso essa avaliação não termina aqui, veremos o desenrolar dessa história assim que o problema for resolvido...",Negativo
"Infelizmente só descobri na hora da troca que o óleo 10w40 (que vem neste kit) não é o recomendado pela Nissan para o Sentra 2014 em diante. O recomendado é o tipo 5w30, que NÃO vem com este kit.",Negativo
"Muito bom, ótimo produto tem muita potência, não sei como fiquei tanto tempo sem!!! Maravilhoso",Positivo
O prazo de entrega excelente.e ainda o frete grátis. Foi uma ótima compra pra mim.,Positivo
"A entrega do produto foi realizada antes do prazo previsto, porém a imagem dessa TV Toshiba é pessima, por isso, não recomendo.",Negativo
"O colchão parece-me bom. Sei que existem melhores no mercado  (inclusive o da minha cama), todavia, como queria um colchão para colocar no quarto das visitas, acho que ele atende bem o propósito do bom e barato.",Neutro
Só acho que faltou instruções de uso junto da embalagem,Neutro
Ok muito bom.recomendo com certeza.principalmente com aval das lojas americanas.,Positivo
"Produto de péssima qualidade. Cheiro químico de plástico super forte. A cor e extremamente diferente da foto.  Tentei contato com a loja e até agora, nenhuma resposta.",Negativo
o produto é otimo e a entrega para minha surpresa chegou no dia do meu aniversario,Positivo
Acho que deveria vir com regulagem de volume pois toca muito alto. De resto o produto é bom.,Neutro
Bom produto para usar no dia a dia. Correspondeu as expectativas.,Positivo
"A máquina é pequena e bem leve, fácil de manusear, cabe em qualquer lugar. Ok para quem está aprendendo e não pode/ não quer investir mais.  Mas não recomendo pra quem quer algo que dure. As peças internas são de plástico e frágeis. Tenho a algum tempo, mas uso super pouco (passo meses sem usar) e já não está costurando.  Não costura jeans nem malha, mas isso está bem claro na descrição do produto.",Neutro
Comprei como original porém aparece mensagem na instalação de produto não original. A tinta não sai na impressão.,Negativo
Produto maravilhoso! Preço muito bom e entrega rápida.,Positivo
Não consegui que ele fosse reconhecido por nenhuma porta USB que conectei ele. Testei em vários computadores ainda. Baixei um programa do fabricante que detectou uma falha,Negativo
"O produto nao chegou, nao vai chegar, e nao consigo nem cancelar a compra!",Negativo
"Não imagina que era tão bem acabado e forte , as pecas são lindas vale o preço!",Positivo
"Produto muito bom, atendeu todas as expectativas, entrega no prazo mesmo tendo comprado no final de ano aonde as entregas demoram para ser entregues, recebi dentro do prazo",Positivo
"Produto de boa qualidade, Rápido na entrega Recomendo",Neutro
"Comprei 05 unidades, porem 01 veio com defeito. Solicitei troca e ate o momento não tive retorno.",Neutro
"Tive uma péssima experiência nessa compra. Além do prazo ser muito demorado, tive que solicitar a troca, pois a TV não ligava, nem sequer acendia o led de standby. Onde está o controle de qualidade? Como um produto sai da fábrica sem ao menos ligar? Inadmissível um problema desse. Não havia nenhuma marca de avaria na caixa, o produto não foi testado mesmo. Agora estou aguardando a outra TV chegar, vamos ver como será a continuação dessa novela. Fica a dica: Na compra de qualquer produto, testem o mesmo se possível na data em que foi entregue. Pois se passar dos 7 dias e tiver algum problema, o cliente terá que levar a uma assistência técnica, pois não poderá ser trocado.",Negativo
Bom. Efeito esperado......................................................................,Neutro
A geladeira é pequena mas atende as necessidades. É bonita e espaçosa.,Positivo
"O produto não chegou, ao contrário do que o site afirma!",Negativo
"Bom aparelho, porém falta o manual em português! Tive que pegar dicas de uso no YouTube",Neutro
"eu não sou muito boa com celulares. Necessito de ajuda de outras pessoas para baixar aplicativos, para transportar dados do outro celular, etc..., mas até o momento estou satisfeita, espero continuar satisfeita com a aquisição.",Neutro
"O produto poderia ter uma embalagem melhor, de forma a não permitir arranhões e amassos. Em relação ao manual, sua leitura é dificultada na montagem dos trilhos para as gavetas.",Neutro
"Meus seis meses ainda não terminaram, mas recomendo.",Positivo
"O produto parece ser ótimo, mas infelizmente a chave um não respondeu ao comando abrir ...mas o portão de garagem respondeu perfeitamente, som e imagem excelentes. pedi a troca do produto pelo mesmo, acredito que foi uma falta de sorte ter vindo com defeito.",Neutro
Um produto com muita qualidade e a entrega foi  antes do prazo combinado.,Positivo
"As peças são boas e bonitas, porém os pegadores sofrem de queima, principalmente a caneca, infelizmente.",Neutro
"O produto só indica que é 5,5ml.gostaria de saber a metragem. Como comprimento X largura X altura???",Negativo
"Um produto de qualidade e faceio de usar.Bonito pratico e de excelente qualidade onde eu fiquei satifeito, obrigado.",Positivo
Aproveitei a promoção leve 8 e pague 6 e comprei 100 conjuntos!! Promoção assim não se perde!,Positivo
"já deu defeito em uma peça no período de garantia e agora com um ano está com defeito no enxague, se colocar duas toalhas para lavar, não aguenta o peso e não centrifuga, quebrou uma peça de plástico dentro, que levava ao filtro de resíduos, e não funciona mais o filtro, só funciona com poucas roupas por vez, para consertar custa mais do que o valor da compra, vou ter que substituir por outra.",Negativo
Entrega muito rápida. Sempre gosto de comprar aqui,Neutro
"Única coisa contra é que poderia fatiar mais fino, tipo mais uma variação de espessura de corte. O resto, potência beleza praticidade tudo dez.",Positivo
"Ótimo produto, chegou bem antes do prazo em ótimo estado. Recomendo",Positivo
Ótimo produto e a  empresa  escelente parabéns muito pontual,Positivo
"Conheço  o produto,  sei que é bom, mas recebi o errado e devolvi.",Positivo
Os cartuchos se queimam prematuramente e com extrema facilidade pois são programados para isso. São caros e difíceis de encontrar. Compre e comprove essa delícia de golpe da HP em clientes desavisados.,Negativo
O produto entregue está de acordo com o esperado para um colchão D-18.,Neutro
"Quanto ao livro ainda não li, porém ouvi críticas muito positivas.  Gostaria de falar da entrega que foi muito rápida e 7 DIAS ANTES da data prevista!  Sempre compro neste site e nunca tive problemas!!!",Positivo
"Comprei pra minha enteada, produto bonito. Atendeu nossas expectativas.",Neutro
"Além da demora o produto chegou ontem quebrado. A alavanca que tem no produto veio quebrada, bem como as duas caixas que o mesmo estava armazenado perfurada. Queria saber o que fazer.",Negativo
"Por mais produtos com o arqueiro verde, super apoio",Neutro
NA PROPAGANDA DO PRODUTO INFORMA QUE OS DOIS CARTUCHOS TEM COMPATIBILIDADE COM HP C4480. AO RECEBER O PRODUTO VERIFIQUEI QUE NA PRÓPRIA EMBALAGEM DO CARTUCHO COLORIDO NÃO INFORMA QUE  HP C4480 É COMPATÍVEL... ASSIM QUE EU INSTALEI O CARTUCHO NA IMPRESSORA... ELA REJEITOU! POR VÁRIAS VEZES!,Negativo
"Só me deu complicações para comprar, não pretendo comprar mais na loja online das Lojas Americanas, um péssimo atendimento telefonico e demora para responder",Negativo
o produto nao foi entregue pelo fornecedor poderia ate ser de qualidade porem meu pedido nao foi atendido,Negativo
"Gostei do produto, muito bonito. Entrega no prazo.  Na hora da montagem percebi que as peças eram ligeiramente tortas, mas fiquei satisfeita com o resultado final. O tampo veio marcado para corte (cooktop), o que achei excelente. Recomendo.",Neutro
não compre nesta loja americana porque ela coloca alguns laranja e não entrega a mercadoria eu foi lesado em novembro em duas garrafas de Johnnie Walker e não devolveu meu dinheiro.,Neutro
"Gostei muito. Produto bonito, resistente e muito prático. Podendo ser utilizado de diversas formas.",Positivo
O pc parecia ser bom mas travou geral durante uso de programa de edição de vídeo. Tive que resetar a bateria. Tentei 4 vezes mas não deu certo. Tentei trocar mas a americas disse que não tinha o produto em estoque.,Negativo
Entrega supre rápida americanas está de parabéns. Produto de ótima qualidade recomendo sim muito bom,Negativo
"O depilador possui 2 velocidades, retira o pelo pela raiz, porém preciso passar várias vezes no mesmo lugar e depois percebo que não retirou todos os pelos.",Negativo
Pelo o custo benefício o produto que comprei esta atendendo as necessidades.,Neutro
"Produto com péssima qualidade de acabamento,  sistema de comando de som no volante completamente solto e de péssima qualidade. Não recomendo esse produto,  decepcionado  com a compra.",Negativo
Não sei as medidas pra poder comprar. Gostei do modelo e do Preço mas infelizmente não tenho como comprar sem as medidas.,Neutro
"muito bom, o fio poderia ser de nylon!................................................................................................................................................................................................",Neutro
"NÃO POSSUI A FUNÇÃO CHIMARRÃO. COMPREI ON-LINE SÓ POR ISSO E FUI ENGANADO. ÚNICA FUNÇÃO QUE POSSUI É A DO BOTÃO MANTER AQUECIDO, NO MANUAL DO PRODUTO NÃO TEM NADA DE FUNÇÃO CHIMARRÃO E NEM ÁGUA QUE AQUEÇA APENAS ATÉ 70 GRAUS CELSIUS (IDEAL PARA CHIMARRÃO).",Neutro
"Comprei esse produto aqui pelo site da Americanas o cartão de crédito pagou no mesmo dia, vocês demoraram 3 dias para enviar este produto, a entrega de vocês é muito demorada.",Neutro
"Bom produto e entrega no prazo, mas só veio os pés e não veio esse suporte dos pés e a cabeceira que só tem de enfeite na foto do produto.",Neutro
"design lindo,  faz uma mesa muito bonita,  tem tudo o que precisa.",Positivo
Produto de péssima qualidade! Usei uma vez não corta o pelo com eficaz  e não usarei mais. Joguei o meu dinheiro fora!,Negativo
Estão de parabéns!  Atendeu às expectativas!!!!!!!,Positivo
Atende inicialmente meus objetivos.recomendo.Assim querem demais...está muito bom...objetivo e direito,Neutro
"celular bonito, rápido, boa camera, gostei bastante",Positivo
"Este site é enganoso, não condiz com a realidade, não oferece um bom atendimento, não entrega a mercadoria. Não compre nada neste site",Negativo
MODELO É  INSATISFATÓRIO MODELO É  INSATISFATÓRIO.,Negativo
"Produto muito bom, material de qualidade, recomendo a compra.",Positivo
"Vem em um pote muito ruim...achei que tinha feito o meu achado, mas no final nem sabemos ao certo se é dermacol, pois ele é fracionado em potes muito simples. Mas em relação a entrega, foi tudo tranquilo!  De qualquer forma valeu pela experiência!",Negativo
"Esse jogo atende basicamente o leito familiar, para o dia a dia da dona de casa, versátil e fácil para limpar. Recomendo",Neutro
"Produto de ótima qualidade. Sony, dispensa comentários!",Positivo
"Adorei o celular, recomendo a todos.  Entrega no prazo combinado.",Positivo
"Produto frágil, sem acabamento fiquei muito decepcionada.",Negativo
Estou plenamente satisfeita com o modelo e suas funções.,Positivo
Gostaria de saber a previsão para entrega de meu produto.. o mesmo está com 14 dias de atraso e não tenho qualquer posição da americanas. muito insatisfeita com o atraso abusivo. Por isso minha avaliação é RUIM e não recomendo o produto.,Negativo
Não veio conforme a descrição. O produto não vem com 5 esfregão Refil.,Negativo
O kit é ótimo e a entrega foi super rápida.....eu indico,Neutro
"Não recomendo, com apenas 2 dias de uso parou de funcionar!",Negativo
"Venderam o produto e depois cancelaram dizendo que não tinham mais o mesmo. Isso não é correto ao meu ver. Se não pode cumprir com o pedido então sai da parceria com as Americanas, pois denigre a imagem da mesma.",Negativo
Eu gostei bastante até  o prazo da entrega  foi bom  vcs  estão  de parabéns,Positivo
"Produto frágil, de má qualidade, uma das rodinhas auxiliares quebrou com menos de 2 semanas de uso, catraca da corrente é de plástico, desgasta com facilidade. Produto de baixa qualidade, não recomendo. Pós venda horrível, até o momento estou tentando falar com o fabricante pra ver a garantia da rodinha, porém não consigo entrar em contato.",Negativo
"Comprei um celular falsificado que não funciona.  A gente liga e falam que o sistema está fora do ar,",Negativo
"Recomendo produto com baixo valor, e com qualidade",Neutro
"Ele funciona, mas quanto ao site de rastreamento, não funcionou.",Neutro
O produto me satisfez mais em compensação demorou mais de 2 semanas além di prazo para ser entregue.,Neutro
"O aparelho é muito bom, embora eu tenha recebido com o visor arranhado.",Neutro
"Top das galaxias, comprei o motor, agora só falta comprar o carro...",Positivo
não recebi o produto ainda. porque já veio a pesquisa de satisfação?,Neutro
Muito boa essa banheira..eu amei o produto muito bom.. Para min Americanas é nota 1000.,Positivo
"Acabamento, tamanho e peso muito é o melhor preço.",Positivo
Cumpri o que está descrito... Respondeu a minha expectativa.,Positivo
"Ótimo celular, bonito, rápido, ótimas configurações, tem um ótimo hardware, em fim tudo de bom.",Positivo
"Gostei, bem robusto, não perde nada para a Tramontina. Vale a pena usar.",Positivo
"Adooorei! Minha anterior era Philco! Até o momento, nenhuma reclamação.  Espero que não enferruje!! Funciona perfeitamente! Fácil limpeza!",Positivo
"Americanas Marketplace nunca mais, fiz a compra em meados de abril e até o momento não recebi o produto.",Negativo
"Maravilhosa, superou as expectativas. R E C O M E N D O!",Positivo
"Gostei do produto, mas pensei que a frigideira era lisa.",Neutro
"Embora  o produto seja de boa qualidade, veio um produto diferente. A grade não é móvel como no anúncio.",Negativo
"A entrega da Americanas foi excepcional. Comprei na sexta e chegou na segunda (3 dias antes do previsto). Paguei a entrega expressa e super funcionou.  Sobre o telefone é bom, bonito e rápido. A câmera é muuito boa, porém... PONTO NEGATIVO:  o SD CARD SÓ FUNCIONA PARA MÍDIA (e transferindo manualmente). Ou seja não é possível transferir nenhum app para o SD Card e as fotos apenas manualmente, recortando e colando... Outro ponto negativo, dos 16GB de memória interna, 7GB já vem consumido com o sistema operacional. Se puder compre o com 32GB ou 64GB  Se tivesse lido um comentário assim teria feito a compra diferente e estaria mais satisfeita.",Positivo
A transportadora  entregou a caixa toda aberta faltou os parafusos e a pintura  está toda riscadae o acabamento horrível  As vezes o barato  sai caro não  recomendo este produto fora a decepção da minha filha que  aguardava ansiosa pela cama,Negativo
Estou gostando! Excelente imagem e a função smart também muito legal!,Positivo
"Maravilhoso,deixou meu cabelo brilhoso,e a cor ficou do jeito que eu queria. Amei!!! Pena que não tem aqui onde eu moro,tenho que comprar pela internet. Podiam mandar aqui pra Muriaé, MG",Positivo
"Da bateria que vem com o relógio, a carga nao dura nem uma hora, requisitei uma nova mas a mesma tambem não dura 3 horas, isso sem sincronizar via bluetooth, sincronizado a bateria dura 1 hora...",Negativo
"Aparelho muito bom, me atende por completo em minhas necessidades, infelizmente a bateria não dura muito tempo.",Neutro
"Esse produto é só um tapete. Não existe tapete para meninos e tapete para meninas! Poxa vida, Americanas",Negativo
Instalei numa impressora HP C4280. Funcionou perfeitamente para as minhas necessidades. Entrega antes do prazo estipulado.,Positivo
Pelo preço compensa. Mas é preciso baixar o jogo no hd.,Neutro
Excelente qualidade e beleza.......................................................................................................................................,Positivo
"O produto chegou mal embalado, algumas partes vieram descascadas. Acho que as partes que ficaram descobertas molharam.   Qualidade muito fraca, apesar de ser relativamente barato, deveriam ter mais respeito com os consumidores e embalagem melhor o produto. Não recomendo.",Negativo
"O edredom é bem gostoso e quentinho, porém veio muitoooo amassado e a cor não era o q eu esperava também. A cor se dizia pérola e veio um amarelo claro, nao gostei da cor.",Neutro
"Não gostei, não cumpre o que promete, precisa passar muitas camadas e ainda não dá volume. É liquido demais e borra muito ao passar. Não recomendo.",Negativo
"guarda roupa bom e prático mas na descrição do produto está como MDF, e não é em MDF.",Neutro
Entrega super rápida .   Parabéns pela agilidade na entrega e qualidade no produto .,Positivo
O placa frontal onde fica os botoes é muito solta fica balancando qnd vai apertar os botoes,Neutro
"Comprei esse produto no site americana.com, faz um ano e seis meses q comprei esse sofá e ele está descascando,fui reclamar no site e o site falou q passou da garantia. Agora vc me fala como agente compra um sofá q não dura nem dois anos e a loja não faz nada. Péssima loja e fornecedor",Negativo
"Não gostei do produto. O buraco do coador é muito grande e o café passa muito rápido; mesmo não precisando do coador de papel coloquei para ver se coa melhor, mas não. Também deu problema com o aquecimento, deixo ligado na tomada e ele não mantém o café aquecido.",Negativo
ENTREGA ANTES DA DATA PREVISTA É BONITO PORÉM PESADO E COM POUCA MEMÓRIA.,Neutro
"Bonito e com cores alegres, agrada crianças que não sejam muito exigentes.",Neutro
Fácil de instalar. Bom acabamento. Som limpo e sem ruido. Longo alcance. Vale cada centavo.,Positivo
Produto de boa qualidade recomendo chegou no prazo certo,Neutro
Produto veio estragado. Devolvi e até hoje nao recebi a restituição,Negativo
"Acho que embaixo do escorredor deveria haver furos para saída da água, mais não tem",Negativo
"O produto em si é  excelente para modelar o cabelo, e de fato faz cachos que permanecem por mais de um dia, porém importante considersr que é bem pequeno não muito adequado para cabelos longos, mas a proposta dele é ser pequeno mesmo para poder levar facilmente em varios lugares, porém o cabo (fio) é muito grande pra quem quer levar em uma bolsa, e esse foi o ponto negativo. Sendo assim para qudm tem cabelos longos é melhor comprar o tamanho normal.",Neutro
A previsão inicial era para a mercadoria chegar no dia 20/04 e hoje (03/05) ainda não chegou.,Negativo
"O celular é lindo , mas fiquei insatisfeita porque a fonte do carregador já queimou, isso nunca aconteceu comigo, sempre usei iPhone e nunca precisei comprar fonte de carregador. Não gostei!",Neutro
Crime de pirataria no site e simplesmente ignoram meus chamados.. bizonha a apresentação do produto.. com parafusos e pinturas ridículas.. ladrões!! Safados!!,Negativo
"O notbook é auto de data e é incrível como ele facilita nosso acesso, sem falar da aparência.. lindo ... lindo ... lindo !",Positivo
"O produto deve ser bom, mas enquanto as americanas continuarem a mandar pelos correios vão acontecer muitos transtornos. Hoje esta fazendo  35 dias que comprei e ainda não recebi. este é o meu codigo de rastreio. PP075161001BR",Neutro
Amei o mobile !! Super recomendo!! Ótimo produto!!,Positivo
Este produto não tem o selo de originalidade nem a especificação de onde vem . Deveria ser relatado na discriminação do produto.,Negativo
O ventilador e muito bom. Já tinha 2 . Ocorre que dessa vez comprei com controle remoto e foi péssimo pq o controle não é bom e a luz do quarto tem que ser acesa no controle e não no interruptor. Me arrependi de ter comprado esse modelo. Mas o ventilador é muito bom.,Neutro
"Não comprarei mais nenhum produto com as Americanas, pois estou para receber essa desde novembro de 2017.",Negativo
"Produto excelente, atende as expectativas e ao propósito pelo qual foi adquirido.",Positivo
"Excelente qualidade de imagem e som. Peca por não ter nenhuma saída de som para liga-la a um receiver/home theater. Não é smart, por tanto, não tem conexão nativa ao Netflix. Algo que não atentei durante a compra. A base é frágil, poderia ter um capricho maior neste item.",Neutro
"gostei muito do produto, chegou antes do prazo recomendo a todos",Positivo
Uma verdadeira  porcaria  material frágil quem compra  vai  ser arepeder   não é  nada isso que  está na foto,Negativo
Chegou antes do prazo e o produto é muito bom pelo preço,Neutro
Uma  loja que não honra com seus compromissos porem comprei esse radio dia 28/11/17 porem foi marcado a entrega p 15 de dezembro não cumprindo e logo marcando p dia 27 de dezembro que também não entregou e hj e dia 4 de janeiro e ate o momento não houve a entrega e nenhuma explicação e ainda mandaram um link p avaliar um produto que não chegou .,Neutro
Produto pratico!!! gostei bastante!!! Recomendo!!!,Neutro
"o produto é  bom pelo preço,  porém p quem precisa trabalhar em volta de cadeira o fio é  curto!",Neutro
gente não compre não tinha esse óculos em estoque esse único que agora tem é o meu que devolvi tinha comprado e simplesmente quebrou a armação é furada não compre beijos.,Negativo
"comprei este produto no final de fevereiro a previsão era até 23/04 praticamente 2 meses após a compra , em contato com a fábrica fui informada que o produto estava com a transportadora a caminho porém ao entrar em contato com a transportadora pelo histórico fui informada que foi  gerado  ontem o conhecimento para coleta ou seja o produto ainda esta na fábrica .  Empresa que não tem respeito pelo cliente já a  2 parcela que pago e não chega o produto . Estou com minha reforma parada esperando o produto chegar é nada , venceu prazo de entrega é nem nota fiscal foi emitido. Ninguém sabe passar informação correta. Não recomendo  a nao ser que vc queira passar raiva.",Negativo
Produto de má qualidade na hora de ralar solta limalha de alumínio porque o cilindro raspa na caixa do ralador.,Negativo
"GOSTEI MUITO DO CELULAR,  DE FÁCIL MANOSEIO ,TAMANHO IDEAL LEVE E BONITO, GOSTEI.",Neutro
Muito bom prático recomendo a todos perfeito para curtir com a família,Positivo
Produto bom só é um pouco difícil pra fechar tive que aprender no YouTube,Neutro
gostei da casas bahia logop voltarei a fazer outra compra,Neutro
"Produto bem bacana, resistente, porém dependendo da superfície que você que ira prende-lo ele por alguns momentos fica escorregando. Mas do resto eu gostei sim.",Positivo
Faltou as proteções de plástico para um invicta teria que estar top top todo protegido só veio um plástico simples na pulseira,Neutro
Não posso falar sobre o produto pois estou espe5rando há mais de 01 mês. Pegaram o pagamento e não dão explicação. As Americanas estão fazendo parceria com qualquer um. Já foi o tempo que tínhamos segurança ao fazer com pras com esta empresa.,Negativo
Atendeu as expectativas... e tem ótimo custo benefício.,Neutro
"O produto em si é muito bom,cumpre o q promete,esquenta bastante mesmo,só q o produto q veio não é original como colocam no anúncio.pra mim isso é propaganda enganosa.",Neutro
Veio com 2 pés pequenos e a altura final com os pés ficou com 1m 17cm. Foi informado no anúncio  que teria 1m30cm de altura.,Negativo
Atende as minhas necessidades e gostei do tempo de entrega também.,Positivo
"Primeiramente minha decepção é com a Americanas, pois na descrição do produto diz que na embalagem contém: 1 antena, 2 SUPORTES PARA TV, 1 KIT COM 2 PARAFUSOS E 2 BUCHAS DE PAREDE, 1 amplificador externo, 1 fonte, 1 manual, porém os suportes (Que eu mais queria) e o kit de fixação não vieram.  Segundo o alcance da antena é péssimo, não pega nada, só se colocar na janela.",Negativo
"produto bonito, leve e de fácil instalação...de acordo com o valor",Neutro
Muito grande Dificil de configurar Mudou toda a configuração do meu celular e  para piorar não consigo voltar ao normal apesar de ter desinstalado o apliicativo,Negativo
"Gostaria de saber as medidas desse Rack, pois no anuncio não aparece!",Negativo
"Recomendo para crianças de no máximo 3 anos, não recomendo o uso no interior da casa, pois as rodas não tem muita aderência no piso e as vezes derrapa.",Neutro
"Gostei.  Entrega rápida e não Americanas, eficiente.",Neutro
"Me entregaram em 4 dias!  Achei super rápido,  o produto é para a minha mãe e a principio parece suprir as necessidades que esperávamos.",Neutro
Recebi o produto conforme foi  anunciado e dentro do prazo,Positivo
Gostei mais consome muita pilha deveria ser ligado na tomada mais e bom,Neutro
"bom produto, chegou no prazo, recomendo. bom produto, chegou no prazo, recomendo.",Neutro
comprei esse produto na loja avile  eles me entregaram outro inferior sem nenhum contato cmg péssima loja com valor inferior ao q paguei,Negativo
É uma bandeja pequena 10x10... Não me atendeu. O produto chegou bem mas precisa ser descrito nas caracteristicas do produto para se ter a noção que é pequena.,Negativo
"Gostei bastante do produto, o preço estava ótimo  e não tive grandes problemas apesar da demora na entrega, agora o que me deixou triste e revoltada foi o descaso com a embalagem do produto, que  era apenas uma caixa de papelão, está  veio completamente amaçada e  como não tinha qualquer proteção no box ou livros ambos vieram amaçados, sendo que  até rasgado o box veio. Por fim o produto é  muito  bom e de boa qualidade o que falta é um cuidado maior com a embalagem dos livros, pois todos  estão cientes do carinho com o qual os correios tratam as nossas entregas.",Neutro
Excelente produto! Indico a todos que desejam adquirir o mesmo produto.,Positivo
Tem bom acabamento e é pratico. Serviu para o que eu precisava!,Neutro
Pipoca sem óleo. Posso comer a vontade rápido. O milho estoura todos.,Positivo
Rápida entrega como sempre. Não o li ainda porque tenho vários na fila de espera. Mas pelos comentários deve ser muito bom.,Positivo
